,dataset,probability,cluster,count
413,FSS 72h b,0.800000011920929,6,2992
461,FSS 72h c,0.800000011920929,0,1795
462,FSS 72h c,0.800000011920929,1,1803
463,FSS 72h c,0.800000011920929,2,1820
464,FSS 72h c,0.800000011920929,3,1897
465,FSS 72h c,0.800000011920929,4,2003
466,FSS 72h c,0.800000011920929,5,2075
467,FSS 72h c,0.800000011920929,6,2167
516,FSS 72h d,0.800000011920929,0,2661
517,FSS 72h d,0.800000011920929,1,2668
518,FSS 72h d,0.800000011920929,2,2691
519,FSS 72h d,0.800000011920929,3,2787
520,FSS 72h d,0.800000011920929,4,2940
521,FSS 72h d,0.800000011920929,5,3055
522,FSS 72h d,0.800000011920929,6,3199
571,FSS 72h e,0.800000011920929,0,2641
572,FSS 72h e,0.800000011920929,1,2644
573,FSS 72h e,0.800000011920929,2,2649
574,FSS 72h e,0.800000011920929,3,2718
575,FSS 72h e,0.800000011920929,4,2897
576,FSS 72h e,0.800000011920929,5,3135
577,FSS 72h e,0.800000011920929,6,3237
623,FSS 72h f,0.800000011920929,0,868
624,FSS 72h f,0.800000011920929,1,875
625,FSS 72h f,0.800000011920929,2,885
626,FSS 72h f,0.800000011920929,3,915
627,FSS 72h f,0.800000011920929,4,970
628,FSS 72h f,0.800000011920929,5,1006
629,FSS 72h f,0.800000011920929,6,1062
676,LPS 24h a,0.800000011920929,0,2674
677,LPS 24h a,0.800000011920929,1,2679
678,LPS 24h a,0.800000011920929,2,2692
679,LPS 24h a,0.800000011920929,3,2732
680,LPS 24h a,0.800000011920929,4,3025
681,LPS 24h a,0.800000011920929,5,3193
682,LPS 24h a,0.800000011920929,6,3355
730,LPS 24h b,0.800000011920929,0,2173
731,LPS 24h b,0.800000011920929,1,2176
732,LPS 24h b,0.800000011920929,2,2178
733,LPS 24h b,0.800000011920929,3,2224
734,LPS 24h b,0.800000011920929,4,2442
735,LPS 24h b,0.800000011920929,5,2561
736,LPS 24h b,0.800000011920929,6,2663
782,LPS 24h c,0.800000011920929,0,2501
783,LPS 24h c,0.800000011920929,1,2503
784,LPS 24h c,0.800000011920929,2,2512
785,LPS 24h c,0.800000011920929,3,2561
786,LPS 24h c,0.800000011920929,4,2783
787,LPS 24h c,0.800000011920929,5,2923
788,LPS 24h c,0.800000011920929,6,3075
837,LPS 24h d,0.800000011920929,0,2672
838,LPS 24h d,0.800000011920929,1,2675
839,LPS 24h d,0.800000011920929,2,2688
840,LPS 24h d,0.800000011920929,3,2741
841,LPS 24h d,0.800000011920929,4,2968
842,LPS 24h d,0.800000011920929,5,3131
843,LPS 24h d,0.800000011920929,6,3307
891,LPS 24h e,0.800000011920929,0,2763
892,LPS 24h e,0.800000011920929,2,2770
893,LPS 24h e,0.800000011920929,3,2802
894,LPS 24h e,0.800000011920929,4,3059
895,LPS 24h e,0.800000011920929,5,3254
896,LPS 24h e,0.800000011920929,6,3374
944,LPS 24h f,0.800000011920929,0,2419
945,LPS 24h f,0.800000011920929,1,2427
946,LPS 24h f,0.800000011920929,2,2439
947,LPS 24h f,0.800000011920929,3,2518
948,LPS 24h f,0.800000011920929,4,2698
949,LPS 24h f,0.800000011920929,5,2821
950,LPS 24h f,0.800000011920929,6,2956
997,LPS 72h a,0.800000011920929,0,2542
998,LPS 72h a,0.800000011920929,1,2546
999,LPS 72h a,0.800000011920929,2,2556
1000,LPS 72h a,0.800000011920929,3,2604
1001,LPS 72h a,0.800000011920929,4,2931
1002,LPS 72h a,0.800000011920929,5,3059
1003,LPS 72h a,0.800000011920929,6,3250
1052,LPS 72h b,0.800000011920929,0,2468
1053,LPS 72h b,0.800000011920929,1,2469
1054,LPS 72h b,0.800000011920929,2,2475
1055,LPS 72h b,0.800000011920929,3,2556
1056,LPS 72h b,0.800000011920929,4,2782
1057,LPS 72h b,0.800000011920929,5,2871
1058,LPS 72h b,0.800000011920929,6,3009
1108,LPS 72h c,0.800000011920929,0,2501
1109,LPS 72h c,0.800000011920929,1,2506
1110,LPS 72h c,0.800000011920929,2,2511
1111,LPS 72h c,0.800000011920929,3,2572
1112,LPS 72h c,0.800000011920929,4,2790
1113,LPS 72h c,0.800000011920929,5,2908
1114,LPS 72h c,0.800000011920929,6,3046
1161,LPS 72h d,0.800000011920929,0,2802
1162,LPS 72h d,0.800000011920929,1,2803
1163,LPS 72h d,0.800000011920929,2,2812
1164,LPS 72h d,0.800000011920929,3,2902
1165,LPS 72h d,0.800000011920929,4,3145
1166,LPS 72h d,0.800000011920929,5,3294
1167,LPS 72h d,0.800000011920929,6,3449
1216,LPS 72h e,0.800000011920929,0,2769
1217,LPS 72h e,0.800000011920929,1,2774
1218,LPS 72h e,0.800000011920929,2,2785
1219,LPS 72h e,0.800000011920929,3,2847
1220,LPS 72h e,0.800000011920929,4,3059
1221,LPS 72h e,0.800000011920929,5,3260
1222,LPS 72h e,0.800000011920929,6,3425
1270,LPS 72h f,0.800000011920929,0,2418
1271,LPS 72h f,0.800000011920929,1,2421
1272,LPS 72h f,0.800000011920929,2,2427
1273,LPS 72h f,0.800000011920929,3,2478
1274,LPS 72h f,0.800000011920929,4,2679
1275,LPS 72h f,0.800000011920929,5,2786
1276,LPS 72h f,0.800000011920929,6,2930
40,FSS 24h a,0.8999999761581421,0,2946
41,FSS 24h a,0.8999999761581421,1,2950
42,FSS 24h a,0.8999999761581421,2,2955
43,FSS 24h a,0.8999999761581421,3,3020
44,FSS 24h a,0.8999999761581421,4,3321
45,FSS 24h a,0.8999999761581421,5,3417
46,FSS 24h a,0.8999999761581421,6,3515
91,FSS 24h b,0.8999999761581421,0,3133
92,FSS 24h b,0.8999999761581421,1,3135
93,FSS 24h b,0.8999999761581421,2,3139
94,FSS 24h b,0.8999999761581421,3,3182
95,FSS 24h b,0.8999999761581421,4,3563
96,FSS 24h b,0.8999999761581421,5,3601
97,FSS 24h b,0.8999999761581421,6,3791
145,FSS 24h c,0.8999999761581421,0,3575
146,FSS 24h c,0.8999999761581421,1,3578
147,FSS 24h c,0.8999999761581421,2,3591
148,FSS 24h c,0.8999999761581421,3,3687
149,FSS 24h c,0.8999999761581421,4,3889
150,FSS 24h c,0.8999999761581421,5,3988
151,FSS 24h c,0.8999999761581421,6,4173
201,FSS 24h d,0.8999999761581421,0,3999
202,FSS 24h d,0.8999999761581421,1,4002
203,FSS 24h d,0.8999999761581421,2,4012
204,FSS 24h d,0.8999999761581421,3,4116
205,FSS 24h d,0.8999999761581421,4,4442
206,FSS 24h d,0.8999999761581421,5,4631
207,FSS 24h d,0.8999999761581421,6,4785
253,FSS 24h e,0.8999999761581421,0,3590
254,FSS 24h e,0.8999999761581421,1,3598
255,FSS 24h e,0.8999999761581421,2,3603
256,FSS 24h e,0.8999999761581421,3,3682
257,FSS 24h e,0.8999999761581421,4,3954
258,FSS 24h e,0.8999999761581421,5,4107
259,FSS 24h e,0.8999999761581421,6,4248
304,FSS 24h f,0.8999999761581421,0,3702
305,FSS 24h f,0.8999999761581421,1,3707
306,FSS 24h f,0.8999999761581421,2,3713
307,FSS 24h f,0.8999999761581421,3,3775
308,FSS 24h f,0.8999999761581421,4,3999
309,FSS 24h f,0.8999999761581421,5,4228
310,FSS 24h f,0.8999999761581421,6,4384
359,FSS 72h a,0.8999999761581421,0,3291
360,FSS 72h a,0.8999999761581421,1,3296
361,FSS 72h a,0.8999999761581421,2,3300
362,FSS 72h a,0.8999999761581421,3,3366
363,FSS 72h a,0.8999999761581421,4,3622
364,FSS 72h a,0.8999999761581421,5,3719
365,FSS 72h a,0.8999999761581421,6,3884
414,FSS 72h b,0.8999999761581421,0,3335
415,FSS 72h b,0.8999999761581421,2,3348
416,FSS 72h b,0.8999999761581421,3,3462
417,FSS 72h b,0.8999999761581421,4,3890
418,FSS 72h b,0.8999999761581421,5,3968
419,FSS 72h b,0.8999999761581421,6,4102
468,FSS 72h c,0.8999999761581421,0,2571
469,FSS 72h c,0.8999999761581421,1,2577
470,FSS 72h c,0.8999999761581421,2,2589
471,FSS 72h c,0.8999999761581421,3,2681
472,FSS 72h c,0.8999999761581421,4,2808
473,FSS 72h c,0.8999999761581421,5,2874
474,FSS 72h c,0.8999999761581421,6,2970
523,FSS 72h d,0.8999999761581421,0,3695
524,FSS 72h d,0.8999999761581421,1,3699
525,FSS 72h d,0.8999999761581421,2,3714
526,FSS 72h d,0.8999999761581421,3,3865
527,FSS 72h d,0.8999999761581421,4,4074
528,FSS 72h d,0.8999999761581421,5,4224
529,FSS 72h d,0.8999999761581421,6,4378
578,FSS 72h e,0.8999999761581421,0,3702
579,FSS 72h e,0.8999999761581421,1,3705
580,FSS 72h e,0.8999999761581421,2,3712
581,FSS 72h e,0.8999999761581421,3,3778
582,FSS 72h e,0.8999999761581421,4,4042
583,FSS 72h e,0.8999999761581421,5,4301
584,FSS 72h e,0.8999999761581421,6,4427
630,FSS 72h f,0.8999999761581421,0,1230
631,FSS 72h f,0.8999999761581421,1,1234
632,FSS 72h f,0.8999999761581421,2,1244
633,FSS 72h f,0.8999999761581421,3,1287
634,FSS 72h f,0.8999999761581421,4,1341
635,FSS 72h f,0.8999999761581421,5,1371
636,FSS 72h f,0.8999999761581421,6,1429
683,LPS 24h a,0.8999999761581421,0,3693
684,LPS 24h a,0.8999999761581421,1,3698
685,LPS 24h a,0.8999999761581421,2,3719
686,LPS 24h a,0.8999999761581421,3,3777
687,LPS 24h a,0.8999999761581421,4,4248
688,LPS 24h a,0.8999999761581421,5,4423
689,LPS 24h a,0.8999999761581421,6,4586
737,LPS 24h b,0.8999999761581421,0,3075
738,LPS 24h b,0.8999999761581421,2,3077
739,LPS 24h b,0.8999999761581421,3,3142
740,LPS 24h b,0.8999999761581421,4,3450
741,LPS 24h b,0.8999999761581421,5,3553
742,LPS 24h b,0.8999999761581421,6,3673
789,LPS 24h c,0.8999999761581421,0,3554
790,LPS 24h c,0.8999999761581421,1,3556
791,LPS 24h c,0.8999999761581421,2,3558
792,LPS 24h c,0.8999999761581421,3,3608
793,LPS 24h c,0.8999999761581421,4,3874
794,LPS 24h c,0.8999999761581421,5,4005
795,LPS 24h c,0.8999999761581421,6,4153
844,LPS 24h d,0.8999999761581421,0,3780
845,LPS 24h d,0.8999999761581421,1,3785
846,LPS 24h d,0.8999999761581421,2,3796
847,LPS 24h d,0.8999999761581421,3,3870
848,LPS 24h d,0.8999999761581421,4,4114
849,LPS 24h d,0.8999999761581421,5,4276
850,LPS 24h d,0.8999999761581421,6,4443
897,LPS 24h e,0.8999999761581421,0,3801
898,LPS 24h e,0.8999999761581421,1,3803
899,LPS 24h e,0.8999999761581421,2,3805
900,LPS 24h e,0.8999999761581421,3,3857
901,LPS 24h e,0.8999999761581421,4,4201
902,LPS 24h e,0.8999999761581421,5,4441
903,LPS 24h e,0.8999999761581421,6,4570
951,LPS 24h f,0.8999999761581421,0,3388
952,LPS 24h f,0.8999999761581421,1,3395
953,LPS 24h f,0.8999999761581421,2,3415
954,LPS 24h f,0.8999999761581421,3,3510
955,LPS 24h f,0.8999999761581421,4,3763
956,LPS 24h f,0.8999999761581421,5,3889
957,LPS 24h f,0.8999999761581421,6,4023
1004,LPS 72h a,0.8999999761581421,0,3562
1005,LPS 72h a,0.8999999761581421,1,3567
1006,LPS 72h a,0.8999999761581421,2,3586
1007,LPS 72h a,0.8999999761581421,3,3658
1008,LPS 72h a,0.8999999761581421,4,4079
1009,LPS 72h a,0.8999999761581421,5,4236
1010,LPS 72h a,0.8999999761581421,6,4472
1059,LPS 72h b,0.8999999761581421,0,3488
1060,LPS 72h b,0.8999999761581421,1,3489
1061,LPS 72h b,0.8999999761581421,2,3497
1062,LPS 72h b,0.8999999761581421,3,3575
1063,LPS 72h b,0.8999999761581421,4,3897
1064,LPS 72h b,0.8999999761581421,5,4008
1065,LPS 72h b,0.8999999761581421,6,4172
1115,LPS 72h c,0.8999999761581421,0,3556
1116,LPS 72h c,0.8999999761581421,1,3560
1117,LPS 72h c,0.8999999761581421,2,3565
1118,LPS 72h c,0.8999999761581421,3,3611
1119,LPS 72h c,0.8999999761581421,4,3928
1120,LPS 72h c,0.8999999761581421,5,4085
1121,LPS 72h c,0.8999999761581421,6,4216
1168,LPS 72h d,0.8999999761581421,0,3912
1169,LPS 72h d,0.8999999761581421,1,3917
1170,LPS 72h d,0.8999999761581421,2,3930
1171,LPS 72h d,0.8999999761581421,3,4084
1172,LPS 72h d,0.8999999761581421,4,4396
1173,LPS 72h d,0.8999999761581421,5,4531
1174,LPS 72h d,0.8999999761581421,6,4699
1223,LPS 72h e,0.8999999761581421,0,3903
1224,LPS 72h e,0.8999999761581421,1,3909
1225,LPS 72h e,0.8999999761581421,2,3917
1226,LPS 72h e,0.8999999761581421,3,3983
1227,LPS 72h e,0.8999999761581421,4,4257
1228,LPS 72h e,0.8999999761581421,5,4481
1229,LPS 72h e,0.8999999761581421,6,4640
1277,LPS 72h f,0.8999999761581421,0,3439
1278,LPS 72h f,0.8999999761581421,1,3444
1279,LPS 72h f,0.8999999761581421,2,3452
1280,LPS 72h f,0.8999999761581421,3,3503
1281,LPS 72h f,0.8999999761581421,4,3752
1282,LPS 72h f,0.8999999761581421,5,3898
1283,LPS 72h f,0.8999999761581421,6,4043
47,FSS 24h a,1.0,0,6674
48,FSS 24h a,1.0,1,6678
49,FSS 24h a,1.0,2,6688
50,FSS 24h a,1.0,3,6920
51,FSS 24h a,1.0,4,8073
52,FSS 24h a,1.0,5,8172
53,FSS 24h a,1.0,6,8306
98,FSS 24h b,1.0,0,6419
99,FSS 24h b,1.0,1,6420
100,FSS 24h b,1.0,2,6425
101,FSS 24h b,1.0,3,6630
102,FSS 24h b,1.0,4,8246
103,FSS 24h b,1.0,5,8266
104,FSS 24h b,1.0,6,8554
152,FSS 24h c,1.0,0,7454
153,FSS 24h c,1.0,1,7456
154,FSS 24h c,1.0,2,7469
155,FSS 24h c,1.0,3,8003
156,FSS 24h c,1.0,4,8442
157,FSS 24h c,1.0,5,8543
158,FSS 24h c,1.0,6,8822
208,FSS 24h d,1.0,0,6685
209,FSS 24h d,1.0,2,6701
210,FSS 24h d,1.0,3,7312
211,FSS 24h d,1.0,4,8248
212,FSS 24h d,1.0,5,8414
213,FSS 24h d,1.0,6,8587
260,FSS 24h e,1.0,0,6847
261,FSS 24h e,1.0,1,6854
262,FSS 24h e,1.0,2,6874
263,FSS 24h e,1.0,3,7221
264,FSS 24h e,1.0,4,8147
265,FSS 24h e,1.0,5,8302
266,FSS 24h e,1.0,6,8483
311,FSS 24h f,1.0,0,7246
312,FSS 24h f,1.0,1,7252
313,FSS 24h f,1.0,2,7266
314,FSS 24h f,1.0,3,7547
315,FSS 24h f,1.0,4,8141
316,FSS 24h f,1.0,5,8378
317,FSS 24h f,1.0,6,8548
366,FSS 72h a,1.0,0,7312
367,FSS 72h a,1.0,1,7316
368,FSS 72h a,1.0,2,7331
369,FSS 72h a,1.0,3,7590
370,FSS 72h a,1.0,4,8441
371,FSS 72h a,1.0,5,8565
372,FSS 72h a,1.0,6,8829
420,FSS 72h b,1.0,0,5296
421,FSS 72h b,1.0,1,5303
422,FSS 72h b,1.0,2,5324
423,FSS 72h b,1.0,3,5950
424,FSS 72h b,1.0,4,7763
425,FSS 72h b,1.0,5,7809
426,FSS 72h b,1.0,6,7978
475,FSS 72h c,1.0,0,5740
476,FSS 72h c,1.0,1,5749
477,FSS 72h c,1.0,2,5775
478,FSS 72h c,1.0,3,6207
479,FSS 72h c,1.0,4,6476
480,FSS 72h c,1.0,5,6538
481,FSS 72h c,1.0,6,6662
530,FSS 72h d,1.0,0,7172
531,FSS 72h d,1.0,1,7179
532,FSS 72h d,1.0,2,7196
533,FSS 72h d,1.0,3,7890
534,FSS 72h d,1.0,4,8293
535,FSS 72h d,1.0,5,8476
536,FSS 72h d,1.0,6,8654
585,FSS 72h e,1.0,0,6863
586,FSS 72h e,1.0,1,6866
587,FSS 72h e,1.0,2,6873
588,FSS 72h e,1.0,3,7221
589,FSS 72h e,1.0,4,7865
590,FSS 72h e,1.0,5,8165
591,FSS 72h e,1.0,6,8306
637,FSS 72h f,1.0,0,2226
638,FSS 72h f,1.0,1,2237
639,FSS 72h f,1.0,2,2256
640,FSS 72h f,1.0,3,2489
641,FSS 72h f,1.0,4,2662
642,FSS 72h f,1.0,5,2693
643,FSS 72h f,1.0,6,2773
690,LPS 24h a,1.0,0,6080
691,LPS 24h a,1.0,1,6086
692,LPS 24h a,1.0,2,6123
693,LPS 24h a,1.0,3,6462
694,LPS 24h a,1.0,4,8101
695,LPS 24h a,1.0,5,8284
696,LPS 24h a,1.0,6,8501
743,LPS 24h b,1.0,0,6574
744,LPS 24h b,1.0,1,6575
745,LPS 24h b,1.0,2,6579
746,LPS 24h b,1.0,3,6866
747,LPS 24h b,1.0,4,7904
748,LPS 24h b,1.0,5,8033
749,LPS 24h b,1.0,6,8223
796,LPS 24h c,1.0,0,7608
797,LPS 24h c,1.0,1,7610
798,LPS 24h c,1.0,2,7624
799,LPS 24h c,1.0,3,7845
800,LPS 24h c,1.0,4,8431
801,LPS 24h c,1.0,5,8532
802,LPS 24h c,1.0,6,8786
851,LPS 24h d,1.0,0,7068
852,LPS 24h d,1.0,1,7070
853,LPS 24h d,1.0,2,7093
854,LPS 24h d,1.0,3,7483
855,LPS 24h d,1.0,4,8245
856,LPS 24h d,1.0,5,8396
857,LPS 24h d,1.0,6,8630
904,LPS 24h e,1.0,0,6848
905,LPS 24h e,1.0,1,6850
906,LPS 24h e,1.0,2,6853
907,LPS 24h e,1.0,3,7102
908,LPS 24h e,1.0,4,8097
909,LPS 24h e,1.0,5,8327
910,LPS 24h e,1.0,6,8454
958,LPS 24h f,1.0,0,6622
959,LPS 24h f,1.0,1,6629
960,LPS 24h f,1.0,2,6649
961,LPS 24h f,1.0,3,7224
962,LPS 24h f,1.0,4,7952
963,LPS 24h f,1.0,5,8109
964,LPS 24h f,1.0,6,8279
1011,LPS 72h a,1.0,0,5826
1012,LPS 72h a,1.0,1,5839
1013,LPS 72h a,1.0,2,5893
1014,LPS 72h a,1.0,3,6304
1015,LPS 72h a,1.0,4,7769
1016,LPS 72h a,1.0,5,7907
1017,LPS 72h a,1.0,6,8359
1066,LPS 72h b,1.0,0,6807
1067,LPS 72h b,1.0,1,6811
1068,LPS 72h b,1.0,2,6823
1069,LPS 72h b,1.0,3,7200
1070,LPS 72h b,1.0,4,8269
1071,LPS 72h b,1.0,5,8356
1072,LPS 72h b,1.0,6,8597
1122,LPS 72h c,1.0,0,7025
1123,LPS 72h c,1.0,1,7029
1124,LPS 72h c,1.0,2,7040
1125,LPS 72h c,1.0,3,7331
1126,LPS 72h c,1.0,4,8254
1127,LPS 72h c,1.0,5,8410
1128,LPS 72h c,1.0,6,8585
1175,LPS 72h d,1.0,0,6678
1176,LPS 72h d,1.0,1,6679
1177,LPS 72h d,1.0,2,6709
1178,LPS 72h d,1.0,3,7463
1179,LPS 72h d,1.0,4,8165
1180,LPS 72h d,1.0,5,8279
1181,LPS 72h d,1.0,6,8514
1230,LPS 72h e,1.0,0,6892
1231,LPS 72h e,1.0,1,6896
1232,LPS 72h e,1.0,2,6917
1233,LPS 72h e,1.0,3,7330
1234,LPS 72h e,1.0,4,8036
1235,LPS 72h e,1.0,5,8278
1236,LPS 72h e,1.0,6,8489
1284,LPS 72h f,1.0,0,7020
1285,LPS 72h f,1.0,2,7030
1286,LPS 72h f,1.0,3,7381
1287,LPS 72h f,1.0,4,8103
1288,LPS 72h f,1.0,5,8229
1289,LPS 72h f,1.0,6,8391
