,index,sm,smmax,dataset,directory,cell_id,channel
406,80,0,0.8410847,phago_only_PhagoOnly_R4.mm,PhagoOnly_R4,5566,1
407,81,0,0.98423475,phago_only_PhagoOnly_R4.mm,PhagoOnly_R4,5592,1
408,82,4,0.7071012,phago_only_PhagoOnly_R4.mm,PhagoOnly_R4,5607,1
409,83,0,0.790177,phago_only_PhagoOnly_R4.mm,PhagoOnly_R4,5624,1
410,84,0,0.9599695,phago_only_PhagoOnly_R4.mm,PhagoOnly_R4,5636,1
411,85,4,0.6022112,phago_only_PhagoOnly_R4.mm,PhagoOnly_R4,5712,1
412,86,4,0.84914464,phago_only_PhagoOnly_R4.mm,PhagoOnly_R4,5746,1
413,87,4,0.47117054,phago_only_PhagoOnly_R4.mm,PhagoOnly_R4,5930,1
414,88,6,0.69056094,phago_only_PhagoOnly_R4.mm,PhagoOnly_R4,6103,1
415,89,0,0.99339676,phago_only_PhagoOnly_R4.mm,PhagoOnly_R4,6185,1
416,90,0,0.98187286,phago_only_PhagoOnly_R4.mm,PhagoOnly_R4,6262,1
417,91,0,0.9873877,phago_only_PhagoOnly_R4.mm,PhagoOnly_R4,6292,1
418,92,4,0.98419833,phago_only_PhagoOnly_R4.mm,PhagoOnly_R4,6343,1
419,93,4,0.99339163,phago_only_PhagoOnly_R4.mm,PhagoOnly_R4,6346,1
420,94,0,0.99976283,phago_only_PhagoOnly_R4.mm,PhagoOnly_R4,6383,1
421,95,4,0.6323394,phago_only_PhagoOnly_R4.mm,PhagoOnly_R4,6454,1
422,96,0,0.99951315,phago_only_PhagoOnly_R4.mm,PhagoOnly_R4,6592,1
423,97,4,0.61583817,phago_only_PhagoOnly_R4.mm,PhagoOnly_R4,6649,1
424,98,4,0.66424966,phago_only_PhagoOnly_R4.mm,PhagoOnly_R4,6749,1
425,99,0,0.9999832,phago_only_PhagoOnly_R4.mm,PhagoOnly_R4,6804,1
426,100,0,0.9879957,phago_only_PhagoOnly_R4.mm,PhagoOnly_R4,6817,1
427,101,5,0.59585243,phago_only_PhagoOnly_R4.mm,PhagoOnly_R4,6903,1
428,102,0,0.8984988,phago_only_PhagoOnly_R4.mm,PhagoOnly_R4,7017,1
429,103,0,0.9989807,phago_only_PhagoOnly_R4.mm,PhagoOnly_R4,7231,1
430,104,0,0.813215,phago_only_PhagoOnly_R4.mm,PhagoOnly_R4,7318,1
431,105,0,0.9995283,phago_only_PhagoOnly_R4.mm,PhagoOnly_R4,7410,1
432,106,0,0.54711145,phago_only_PhagoOnly_R4.mm,PhagoOnly_R4,7460,1
433,107,5,0.54295295,phago_only_PhagoOnly_R4.mm,PhagoOnly_R4,7571,1
434,108,1,0.5117617,phago_only_PhagoOnly_R4.mm,PhagoOnly_R4,7585,1
435,109,0,0.5643984,phago_only_PhagoOnly_R4.mm,PhagoOnly_R4,7669,1
436,110,6,0.6589217,phago_only_PhagoOnly_R4.mm,PhagoOnly_R4,7719,1
437,111,0,0.600305,phago_only_PhagoOnly_R4.mm,PhagoOnly_R4,7799,1
438,112,5,0.5838588,phago_only_PhagoOnly_R4.mm,PhagoOnly_R4,7980,1
439,113,5,0.9248677,phago_only_PhagoOnly_R4.mm,PhagoOnly_R4,8028,1
440,114,0,0.5596211,phago_only_PhagoOnly_R4.mm,PhagoOnly_R4,8115,1
441,115,6,0.9447747,phago_only_PhagoOnly_R4.mm,PhagoOnly_R4,8168,1
442,116,0,0.9024314,phago_only_PhagoOnly_R4.mm,PhagoOnly_R4,8193,1
443,117,0,0.844661,phago_only_PhagoOnly_R4.mm,PhagoOnly_R4,8200,1
444,118,0,0.9996681,phago_only_PhagoOnly_R4.mm,PhagoOnly_R4,8329,1
445,119,4,0.58052504,phago_only_PhagoOnly_R4.mm,PhagoOnly_R4,8458,1
446,120,0,0.94946903,phago_only_PhagoOnly_R4.mm,PhagoOnly_R4,8470,1
447,121,0,0.99849343,phago_only_PhagoOnly_R4.mm,PhagoOnly_R4,8545,1
448,122,0,0.970524,phago_only_PhagoOnly_R4.mm,PhagoOnly_R4,8639,1
449,123,5,0.87836814,phago_only_PhagoOnly_R4.mm,PhagoOnly_R4,8897,1
450,124,3,0.74868405,phago_only_PhagoOnly_R4.mm,PhagoOnly_R4,8985,1
451,125,5,0.6908432,phago_only_PhagoOnly_R4.mm,PhagoOnly_R4,9038,1
452,126,4,0.9971643,phago_only_PhagoOnly_R4.mm,PhagoOnly_R4,9076,1
453,127,4,0.98916,phago_only_PhagoOnly_R4.mm,PhagoOnly_R4,9094,1
454,128,0,0.9588128,phago_only_PhagoOnly_R4.mm,PhagoOnly_R4,9137,1
455,129,0,0.99979025,phago_only_PhagoOnly_R4.mm,PhagoOnly_R4,9188,1
456,130,4,0.79203755,phago_only_PhagoOnly_R4.mm,PhagoOnly_R4,9251,1
457,131,5,0.95679986,phago_only_PhagoOnly_R4.mm,PhagoOnly_R4,9310,1
458,132,0,0.99435824,phago_only_PhagoOnly_R4.mm,PhagoOnly_R4,9319,1
459,133,4,0.9830662,phago_only_PhagoOnly_R4.mm,PhagoOnly_R4,9378,1
460,134,0,0.9987889,phago_only_PhagoOnly_R4.mm,PhagoOnly_R4,9436,1
461,135,4,0.32623243,phago_only_PhagoOnly_R4.mm,PhagoOnly_R4,9484,1
462,136,4,0.46972308,phago_only_PhagoOnly_R4.mm,PhagoOnly_R4,9510,1
463,137,0,0.99948007,phago_only_PhagoOnly_R4.mm,PhagoOnly_R4,9520,1
464,138,4,0.8674336,phago_only_PhagoOnly_R4.mm,PhagoOnly_R4,9767,1
465,139,0,0.8861136,phago_only_PhagoOnly_R4.mm,PhagoOnly_R4,9875,1
466,140,0,0.93461573,phago_only_PhagoOnly_R4.mm,PhagoOnly_R4,9944,1
467,141,0,0.8306635,phago_only_PhagoOnly_R4.mm,PhagoOnly_R4,9974,1
468,0,0,0.99942964,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,66,1
469,1,0,0.52736515,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,99,1
470,2,0,0.99998283,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,103,1
471,3,0,0.99715865,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,210,1
472,4,0,0.9999291,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,270,1
473,5,4,0.6480624,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,347,1
474,6,0,0.87333846,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,350,1
475,7,0,0.9989974,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,351,1
476,8,0,0.9945939,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,375,1
477,9,0,0.9996854,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,408,1
478,10,0,0.874414,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,447,1
479,11,0,0.9999542,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,449,1
480,12,0,0.94699097,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,457,1
481,13,4,0.99398875,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,503,1
482,14,0,0.9874341,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,614,1
483,15,4,0.80576956,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,621,1
484,16,0,0.98783046,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,626,1
485,17,4,0.90352607,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,718,1
486,18,0,0.96748537,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,842,1
487,19,0,0.84788567,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,906,1
488,20,0,0.9995023,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,1009,1
489,21,4,0.85703033,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,1018,1
490,22,0,0.9857734,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,1057,1
491,23,4,0.9307078,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,1060,1
492,24,5,0.45460805,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,1108,1
493,25,0,0.9993298,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,1175,1
494,26,4,0.5873527,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,1201,1
495,27,4,0.92491794,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,1352,1
496,28,4,0.59269327,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,1400,1
497,29,5,0.8292118,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,1456,1
498,30,0,0.999902,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,1461,1
499,31,0,0.9306874,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,1508,1
500,32,0,0.8268012,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,1589,1
501,33,5,0.9121943,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,1830,1
502,34,5,0.4603015,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,1894,1
503,35,6,0.84213096,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,1977,1
504,36,0,0.7608928,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,2078,1
505,37,4,0.9941121,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,2232,1
506,38,3,0.85836905,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,2257,1
507,39,0,0.920242,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,2411,1
508,40,5,0.9446363,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,2474,1
509,41,0,0.95249116,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,2516,1
510,42,6,0.57662225,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,2560,1
511,43,0,0.9554739,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,2745,1
512,44,4,0.6460318,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,2749,1
513,45,5,0.59155023,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,2759,1
514,46,0,0.42605755,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,2892,1
515,47,0,0.98112893,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,2931,1
516,48,4,0.9988859,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,2998,1
517,49,6,0.971983,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,3038,1
518,50,6,0.5394316,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,3047,1
519,51,4,0.7592461,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,3128,1
520,52,4,0.44245481,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,3157,1
521,53,4,0.8358458,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,3236,1
522,54,4,0.83996075,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,3368,1
523,55,0,0.918612,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,3443,1
524,56,0,0.79737264,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,3483,1
525,57,6,0.51865906,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,3507,1
526,58,0,0.9479243,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,3564,1
527,59,5,0.7246906,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,3601,1
528,60,4,0.7191797,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,3696,1
529,61,4,0.96024287,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,3918,1
530,62,4,0.8915696,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,3978,1
531,63,0,0.99831676,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,3985,1
532,64,0,0.8168454,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,4149,1
533,65,0,0.94054407,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,4247,1
534,66,0,0.99026126,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,4294,1
535,67,4,0.8904207,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,4431,1
536,68,0,0.9234704,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,4456,1
537,69,0,0.99841666,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,4483,1
538,70,4,0.98388565,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,4591,1
539,71,0,0.995862,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,4592,1
540,72,4,0.5798732,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,4599,1
541,73,5,0.5213408,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,4653,1
542,74,0,0.8651323,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,4931,1
543,75,0,0.9683395,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,4952,1
544,76,5,0.5572371,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,4971,1
545,77,0,0.91023684,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,4972,1
546,78,4,0.8494778,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,4981,1
547,79,5,0.46011567,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,5160,1
548,80,5,0.81090665,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,5278,1
549,81,0,0.994379,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,5291,1
550,82,3,0.8974205,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,5445,1
551,83,0,0.9746581,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,5508,1
552,84,6,0.93257034,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,5590,1
553,85,0,0.991963,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,5737,1
554,86,5,0.9562363,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,5786,1
555,87,4,0.9383827,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,5805,1
556,88,4,0.4528019,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,5824,1
557,89,0,0.99926573,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,5855,1
558,90,4,0.95339435,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,5994,1
559,91,4,0.92840457,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,6037,1
560,92,4,0.948249,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,6066,1
561,93,0,0.9710254,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,6188,1
562,94,0,0.95638067,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,6193,1
563,95,0,0.64842707,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,6239,1
564,96,6,0.9168074,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,6303,1
565,97,0,0.99954456,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,6334,1
566,98,0,0.98665804,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,6339,1
567,99,0,0.99151963,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,6395,1
568,100,0,0.9239615,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,6431,1
569,101,0,0.97304505,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,6469,1
570,102,0,0.95687705,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,6614,1
571,103,0,0.99480337,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,6642,1
572,104,0,0.993232,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,6962,1
573,105,4,0.592791,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,6979,1
574,106,0,0.94966066,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,7181,1
575,107,4,0.9611301,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,7207,1
576,108,4,0.59552556,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,7401,1
577,109,4,0.8890188,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,7409,1
578,110,0,0.9901634,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,7477,1
579,111,4,0.70009345,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,7514,1
580,112,0,0.999582,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,7628,1
581,113,5,0.4889175,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,7656,1
582,114,0,0.9981236,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,7676,1
583,115,6,0.56863594,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,7982,1
584,116,0,0.9986634,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,8096,1
585,117,0,0.9962708,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,8163,1
586,118,4,0.45986763,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,8169,1
587,119,0,0.9892007,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,8239,1
588,120,0,0.9197537,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,8241,1
589,121,4,0.9947949,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,8249,1
590,122,0,0.9540188,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,8252,1
591,123,0,0.82559556,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,8254,1
592,124,4,0.97151756,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,8291,1
593,125,0,0.6857749,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,8435,1
594,126,0,0.858212,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,8460,1
595,127,5,0.5232495,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,8550,1
596,128,5,0.5629767,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,8551,1
597,129,0,0.9959943,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,8702,1
598,130,0,0.8975807,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,8708,1
599,131,0,0.9998311,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,8809,1
600,132,0,0.94765973,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,8922,1
601,133,0,0.999946,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,8972,1
602,134,0,0.85749125,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,9194,1
603,135,4,0.74808156,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,9309,1
604,136,0,0.92549664,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,9347,1
605,137,0,0.82722473,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,9669,1
606,138,0,0.9989309,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,9693,1
607,139,4,0.62402326,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,9744,1
608,140,0,0.99657935,phago_only_PhagoOnly_R1.mm,PhagoOnly_R1,9788,1
